#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 11:06:45 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	537	57.838	617
57.863	529	57.889	628
57.914	521	57.940	636
57.964	510	57.990	642
58.016	497	58.041	645
58.066	484	58.091	644
58.117	472	58.143	638
58.167	460	58.193	630
58.218	449	58.244	620
58.269	441	58.294	607
58.320	435	58.345	592
58.370	431	58.395	576
58.421	431	58.447	560
58.471	433	58.497	546
58.522	438	58.548	532
58.573	445	58.598	521
58.624	454	58.649	512
58.674	464	58.700	507
58.725	476	58.751	505
58.775	489	58.801	508
58.827	500	58.852	514
58.877	511	58.902	524
58.928	520	58.954	534
58.978	528	59.004	549
59.029	533	59.055	565
59.080	535	59.105	581
59.131	535	59.156	597
59.181	532	59.206	613
59.232	528	59.258	626
59.282	520	59.308	636
59.333	511	59.359	644
59.384	500	59.409	649
59.435	490	59.460	650
59.485	478	59.511	646
59.536	468	59.562	639
59.586	458	59.612	629
59.638	450	59.663	616
59.688	444	59.713	601
59.739	440	59.765	584
59.789	439	59.815	567
59.840	439	59.866	551
59.891	443	59.916	536
59.942	448	59.967	523
59.992	455	60.018	512
60.043	464	60.069	506
60.093	473	60.119	502
60.144	483	60.170	502
60.195	493	60.220	507
60.246	503	60.271	514
60.297	512	60.322	527
60.347	519	60.373	540
60.398	524	60.423	556
60.449	527	60.474	573
60.500	528	60.524	590
60.550	527	60.576	607
60.601	523	60.626	622
60.651	517	60.677	635
60.703	510	60.727	645
60.753	502	60.778	650
60.804	493	60.829	652
60.854	484	60.880	652
60.905	475	60.930	645
60.955	466	60.981	636
61.007	459	61.031	624
61.057	453	61.082	610
61.108	448	61.133	593
61.158	447	61.184	575
61.209	446	61.234	558
61.260	449	61.285	542
61.311	451	61.335	527
61.361	457	61.387	514
61.412	464	61.437	505
61.462	471	61.488	500
61.514	480	61.538	498
61.564	488	61.589	501
61.615	496	61.640	507
61.665	504	61.691	518
61.716	510	61.741	531
61.766	515	61.792	547
61.818	518	61.842	565
61.868	520	61.893	583
61.919	519	61.944	600
61.969	517	61.995	616
62.020	513	62.045	631
62.071	508	62.096	642
62.122	502	62.146	651
62.172	495	62.198	655
62.223	487	62.248	655
62.273	480	62.299	652
62.325	473	62.349	644
62.375	467	62.400	633
62.426	462	62.451	619
62.476	457	62.502	602
62.527	455	62.552	585
62.578	455	62.603	566
62.629	454	62.653	549
62.679	458	62.704	532
62.730	461	62.755	518
62.780	466	62.806	507
62.831	471	62.856	499
62.882	478	62.907	496
62.933	485	62.957	497
62.983	491	63.009	502
63.034	497	63.059	511
63.084	502	63.110	524
63.136	506	63.160	538
63.186	509	63.211	555
63.237	511	63.262	574
63.287	512	63.313	592
63.338	511	63.364	610
63.389	508	63.414	626
63.440	505	63.465	639
63.490	500	63.515	649
63.541	495	63.567	655
63.591	489	63.617	657
63.642	484	63.668	655
63.693	478	63.718	649
63.744	473	63.769	640
63.794	469	63.820	626
63.845	466	63.871	611
63.895	464	63.921	594
63.947	462	63.972	575
63.997	463	64.022	556
64.048	464	64.074	539
64.098	466	64.124	524
64.149	469	64.175	511
64.200	474	64.225	502
64.251	478	64.276	496
64.301	482	64.326	495
64.352	487	64.378	499
64.402	491	64.428	505
64.453	495	64.479	516
64.504	499	64.529	531
64.555	501	64.580	547
64.605	503	64.631	565
64.656	503	64.682	584
64.706	503	64.732	602
64.758	501	64.783	619
64.808	499	64.833	633
64.859	496	64.885	645
64.909	493	64.935	654
64.960	489	64.986	657
65.011	486	65.036	657
65.062	482	65.087	653
65.112	479	65.138	645
65.163	476	65.189	634
65.213	473	65.239	619
65.264	472	65.290	602
65.315	471	65.340	584
65.366	471	65.391	565
65.416	471	65.442	547
65.467	473	65.493	531
65.517	474	65.543	516
65.569	477	65.594	505
65.619	480	65.644	498
65.670	482	65.696	495
65.720	485	65.746	495
65.771	488	65.797	501
65.822	490	65.847	511
65.873	492	65.898	523
65.923	494	65.949	539
65.974	495	66.000	556
66.024	495	66.050	575
66.075	494	66.101	593
66.126	494	66.151	611
66.177	492	66.202	627
66.227	492	66.253	640
66.278	490	66.304	650
66.328	488	66.354	657
66.380	486	66.405	658
66.430	484	66.455	657
66.481	482	66.507	649
66.531	481	66.557	640
66.582	480	66.608	626
66.633	479	66.658	610
66.684	479	66.709	592
66.734	479	66.760	574
66.785	480	66.811	556
66.835	480	66.861	539
66.886	480	66.912	523
66.937	481	66.962	510
66.988	482	67.013	501
67.038	484	67.064	496
67.089	485	67.115	495
67.139	486	67.165	498
67.191	486	67.216	506
67.241	487	67.266	517
67.292	488	67.318	531
67.342	487	67.368	548
67.393	488	67.419	566
67.444	487	67.469	584
67.495	487	67.520	603
67.545	487	67.571	619
67.596	486	67.622	634
67.646	486	67.672	645
67.698	485	67.723	652
67.748	484	67.773	657
67.799	485	67.824	656
67.849	485	67.875	652
67.900	485	67.926	643
67.950	485	67.976	632
68.002	486	68.027	616
68.052	486	68.077	600
68.103	485	68.129	582
68.153	486	68.179	564
68.204	486	68.230	547
68.255	486	68.280	531
68.306	486	68.331	517
68.356	486	68.382	506
68.407	486	68.433	500
68.457	485	68.483	497
68.509	485	68.534	499
68.559	484	68.584	504
68.610	484	68.635	513
68.660	482	68.686	526
68.711	482	68.737	541
68.761	481	68.787	558
68.813	481	68.838	576
68.863	481	68.888	594
68.914	481	68.940	610
68.964	481	68.990	626
69.015	482	69.041	638
69.066	483	69.091	647
69.117	483	69.142	654
69.167	485	69.193	655
69.218	486	69.244	653
69.268	487	69.294	646
69.320	489	69.345	636
69.370	490	69.395	624
69.421	491	69.446	608
69.471	491	69.497	591
69.522	492	69.548	573
69.572	492	69.598	555
69.624	492	69.649	539
69.674	491	69.699	525
69.725	490	69.751	513
69.775	488	69.801	505
69.826	487	69.852	500
69.877	484	69.902	499
69.928	482	69.953	503
69.978	481	70.004	510
70.029	479	70.055	521
70.079	478	70.105	534
70.131	476	70.156	551
70.181	476	70.206	568
70.232	476	70.258	585
70.282	476	70.308	603
70.333	476	70.359	618
70.383	478	70.409	631
70.435	479	70.460	641
70.485	481	70.510	649
70.536	484	70.562	653
70.586	486	70.612	652
70.637	489	70.663	647
70.688	491	70.713	639
70.739	494	70.764	628
70.789	495	70.815	614
70.840	496	70.866	598
70.890	497	70.916	581
70.942	497	70.967	564
70.992	496	71.017	548
71.043	495	71.069	533
71.093	494	71.119	521
71.144	491	71.170	510
71.194	489	71.220	504
71.246	485	71.271	502
71.296	482	71.321	503
71.347	479	71.373	509
71.397	476	71.423	518
71.448	474	71.474	530
71.499	472	71.524	544
71.550	471	71.575	560
71.600	470	71.626	577
71.651	471	71.677	593
71.701	472	71.727	609
71.753	473	71.778	623
71.803	476	71.828	634
71.854	479	71.880	643
71.904	482	71.930	648
71.955	486	71.981	650
72.005	489	72.031	647
72.057	492	72.082	641
72.107	496	72.132	632
72.158	498	72.184	619
72.208	500	72.234	605
72.259	501	72.285	589
72.311	502	72.335	572
72.361	501	72.386	556
72.412	500	72.437	541
72.462	498	72.488	527
72.513	494	72.538	517
72.564	491	72.589	510
72.615	487	72.639	506
72.665	483	72.691	505
72.716	479	72.741	509
72.766	475	72.792	515
72.818	472	72.842	526
72.868	469	72.893	539
72.919	467	72.943	553
72.969	466	72.995	569
73.020	466	73.045	585
73.070	467	73.096	601
73.122	469	73.146	616
73.172	472	73.197	627
73.223	475	73.248	637
73.273	479	73.299	643
73.324	484	73.349	645
73.375	488	73.400	646
73.426	493	73.450	642
73.476	496	73.502	634
73.527	500	73.552	623
73.577	503	73.603	610
73.629	505	73.653	596
73.679	506	73.704	580
73.730	506	73.754	565
73.780	505	73.806	550
73.831	502	73.856	536
73.881	499	73.907	524
73.933	495	73.957	516
73.983	490	74.008	512
74.034	485	74.059	509
74.084	481	74.110	510
74.135	475	74.160	516
74.186	471	74.211	524
74.237	467	74.261	535
74.287	465	74.313	548
74.338	463	74.363	562
74.388	462	74.414	577
74.440	463	74.464	592
74.490	464	74.515	607
74.541	468	74.565	619
74.591	471	74.617	630
74.642	476	74.667	637
74.692	481	74.718	641
74.744	486	74.768	642
74.794	492	74.819	640
74.845	497	74.870	633
74.895	502	74.921	625
74.946	505	74.971	614
74.997	508	75.022	601
75.048	510	75.072	587
75.098	510	75.124	572
75.149	509	75.174	558
75.199	507	75.225	544
75.251	503	75.275	533
75.301	498	75.326	523
75.352	494	75.376	517
75.402	488	75.428	514
75.453	482	75.479	513
75.503	476	75.529	517
75.555	471	75.580	523
75.605	466	75.630	532
75.656	463	75.682	544
75.706	460	75.732	557
75.757	459	75.783	570
75.808	459	75.833	585
75.859	460	75.884	598
75.909	463	75.935	611
75.960	467	75.986	622
76.010	472	76.036	630
76.062	478	76.087	635
76.112	484	76.137	637
76.163	490	76.189	637
76.213	495	76.239	633
76.264	502	76.290	626
76.314	507	76.340	617
76.366	511	76.391	606
76.416	512	76.441	593
76.467	513	76.493	579
76.517	513	76.543	566
76.568	511	76.594	553
76.619	508	76.644	541
76.670	503	76.695	532
76.720	498	76.746	525
76.771	491	76.797	519
76.821	485	76.847	518
76.873	479	76.898	519
76.923	472	76.948	524
76.974	466	77.000	531
77.024	462	77.050	541
77.075	458	77.101	552
77.125	456	77.151	565
77.177	456	77.202	578
77.227	456	77.252	590
77.278	459	77.304	603
77.328	463	77.354	614
77.379	467	77.405	623
77.430	474	77.455	628
77.481	480	77.506	632
77.531	487	77.557	633
77.582	494	77.608	631
77.632	500	77.658	626
77.684	507	77.709	618
77.734	511	77.759	609
77.785	514	77.811	597
77.835	516	77.861	586
77.886	517	77.912	573
77.936	515	77.962	560
77.988	512	78.013	549
78.038	508	78.063	540
78.089	502	78.115	531
78.139	495	78.165	526
78.190	488	78.216	522
78.241	481	78.266	523
78.292	475	78.317	526
78.342	467	78.368	531
78.393	462	78.419	540
78.443	457	78.469	549
78.495	454	78.520	559
78.545	453	78.570	572
78.596	452	78.622	583
78.646	455	78.672	595
78.697	459	78.723	606
78.747	463	78.773	614
78.799	469	78.824	622
78.849	477	78.874	626
78.900	484	78.926	628
78.950	491	78.976	627
79.001	499	79.027	624
79.052	506	79.077	618
79.103	511	79.128	611
79.154	516	79.179	601
79.204	518	79.230	590
79.255	519	79.280	579
79.306	518	79.331	567
79.357	516	79.381	557
79.407	512	79.433	547
79.458	506	79.483	539
79.508	500	79.534	533
79.560	493	79.584	530
79.610	484	79.635	528
79.661	477	79.685	529
79.711	469	79.737	532
79.762	462	79.787	539
79.812	457	79.838	547
79.864	453	79.888	556
79.914	450	79.939	566
79.965	450	79.990	578
80.015	452	80.041	588
80.066	454	80.091	598
80.117	459	80.142	607
80.168	465	80.192	614
80.218	473	80.244	620
80.269	480	80.294	622
80.319	488	80.345	623
80.371	496	80.395	621
80.421	504	80.446	617
80.472	510	80.496	611
80.522	516	80.548	603
80.573	519	80.598	594
80.623	522	80.649	584
80.675	521	80.699	573
80.725	520	80.750	563
80.776	516	80.801	554
80.826	511	80.852	546
80.877	504	80.902	540
80.928	497	80.953	536
80.979	488	81.003	533
81.029	480	81.055	534
81.080	472	81.105	536
81.130	465	81.156	540
81.182	458	81.206	546
81.232	453	81.257	554
81.283	450	81.307	562
81.333	448	81.359	572
81.384	449	81.409	582
81.434	451	81.460	591
81.486	455	81.510	599
81.536	461	81.561	606
81.587	468	81.612	612
81.637	476	81.663	616
81.688	484	81.713	617
81.739	492	81.764	617
81.790	501	81.814	614
81.840	509	81.866	610
81.891	515	81.916	604
81.941	520	81.967	597
81.993	523	82.017	588
82.043	524	82.068	579
82.094	523	82.118	570
82.144	520	82.170	561
82.195	515	82.221	554
82.245	509	82.271	547
82.297	501	82.322	542
82.347	493	82.372	539
82.398	484	82.424	538
82.448	475	82.474	540
82.499	468	82.525	543
82.550	460	82.575	547
82.601	454	82.626	553
82.651	449	82.677	561
82.702	447	82.728	568
82.752	447	82.778	577
82.804	449	82.829	585
82.854	452	82.879	593
82.905	457	82.931	600
82.955	464	82.981	605
83.006	472	83.032	609
83.056	480	83.082	611
83.108	489	83.133	611
83.158	498	83.183	611
83.209	506	83.235	607
83.259	514	83.285	603
83.310	520	83.336	597
83.361	523	83.386	590
83.412	525	83.437	583
83.462	525	83.488	575
83.513	522	83.539	567
83.563	518	83.589	560
83.615	512	83.640	555
83.665	506	83.690	550
83.716	497	83.742	546
83.766	488	83.792	545
83.817	479	83.843	545
83.867	471	83.893	546
83.919	462	83.944	549
83.969	456	83.994	554
84.020	450	84.046	559
84.070	447	84.096	566
84.121	446	84.147	573
84.172	447	84.197	580
84.223	449	84.248	586
84.273	454	84.299	593
84.324	460	84.350	599
84.374	468	84.400	602
84.426	476	84.451	605
84.476	485	84.501	606
84.527	495	84.553	606
84.577	503	84.603	604
84.628	511	84.654	601
84.678	517	84.704	596
84.730	522	84.755	591
84.780	525	84.805	585
84.831	526	84.857	579
84.881	525	84.907	573
84.932	522	84.958	566
84.983	516	85.008	561
85.034	509	85.059	557
85.084	501	85.110	553
85.135	492	85.161	550
85.185	483	85.211	550
85.237	474	85.262	550
85.287	466	85.312	552
85.338	458	85.364	556
85.388	453	85.414	560
85.439	448	85.465	564
85.490	446	85.515	570
85.541	446	85.566	576
85.591	447	85.616	581
85.642	451	85.668	587
85.692	457	85.718	591
85.743	464	85.769	595
85.794	472	85.819	598
85.845	481	85.870	600
85.895	490	85.921	601
85.946	500	85.972	600
85.996	508	86.022	598
86.048	515	86.073	595
86.098	520	86.123	591
86.149	524	86.175	586
86.199	526	86.225	582
86.250	526	86.276	577
86.301	523	86.326	571
86.352	519	86.377	567
86.402	513	86.427	563
86.453	506	86.479	560
86.503	496	86.529	557
86.554	487	86.580	556
86.605	478	86.630	555
86.656	470	86.681	556
86.707	462	86.732	558
86.757	455	86.783	561
86.808	450	86.833	564
86.859	446	86.884	569
86.910	445	86.934	573
86.960	446	86.986	577
87.011	449	87.036	582
87.061	454	87.087	585
87.113	461	87.137	590
87.163	468	87.188	592
87.214	477	87.238	594
87.264	487	87.290	595
87.315	495	87.340	595
87.365	504	87.391	594
87.417	512	87.441	592
87.467	518	87.492	590
87.518	522	87.543	586
87.568	525	87.594	583
87.619	526	87.644	579
87.670	525	87.695	575
87.721	521	87.745	571
87.771	516	87.797	569
87.822	509	87.847	565
87.872	501	87.898	563
87.924	491	87.948	562
87.974	482	87.999	561
88.025	474	88.050	561
88.075	465	88.101	562
88.126	457	88.151	564
88.176	452	88.202	566
88.228	448	88.252	569
88.278	446	88.303	572
88.329	446	88.354	575
88.379	448	88.405	578
88.430	452	88.455	582
88.481	458	88.506	583
88.532	465	88.556	586
88.582	473	88.608	588
88.633	482	88.658	589
88.683	491	88.709	590
88.735	500	88.759	589
88.785	508	88.810	588
88.836	515	88.861	587
88.886	520	88.912	585
88.937	524	88.962	582
88.987	525	89.013	580
89.039	525	89.063	578
89.089	522	89.114	574
89.140	518	89.165	572
89.190	512	89.216	570
89.241	504	89.266	569
89.292	495	89.317	568
89.343	487	89.367	567
89.393	478	89.419	567
89.444	470	89.469	567
89.494	462	89.520	567
89.546	455	89.570	568
89.596	450	89.621	570
89.647	447	89.672	571
89.697	447	89.723	574
89.748	448	89.774	575
89.798	451	89.824	577
89.850	455	89.875	579
89.900	462	89.925	581
89.951	469	89.977	582
90.001	478	90.027	583
90.052	487	90.078	584
90.103	495	90.128	584
90.154	504	90.179	585
90.204	511	90.230	584
90.255	517	90.281	583
90.305	522	90.331	581
90.357	524	90.382	580
90.407	524	90.432	579
90.458	523	90.484	577
90.508	519	90.534	576
90.559	514	90.585	575
90.610	506	90.635	574
90.661	499	90.686	573
90.711	490	90.736	573
90.762	482	90.788	572
90.812	473	90.838	571
90.863	465	90.889	571
90.914	458	90.939	572
90.965	453	90.990	572
91.015	449	91.041	572
91.066	448	91.092	574
91.116	449	91.142	575
91.168	450	91.193	575
91.218	455	91.243	576
91.269	460	91.295	577
91.319	467	91.345	578
91.370	475	91.396	578
91.421	483	91.446	579
91.472	492	91.497	580
91.522	500	91.547	580
91.573	508	91.599	580
91.623	514	91.649	579
91.674	519	91.700	579
91.725	522	91.750	579
91.776	523	91.801	579
91.826	522	91.852	579
91.877	520	91.903	579
91.927	515	91.953	578
91.979	510	92.004	578
92.029	502	92.054	578
92.080	493	92.106	577
92.130	486	92.156	577
92.181	477	92.207	576
92.232	469	92.257	575
92.283	463	92.308	575
92.333	457	92.358	575
92.384	452	92.410	574
92.434	450	92.460	574
92.485	449	92.511	574
92.536	451	92.561	574
92.587	454	92.612	573
92.637	459	92.663	574
92.688	465	92.714	574
92.738	472	92.764	574
92.790	479	92.815	575
92.840	488	92.865	575
92.891	496	92.917	576
92.941	503	92.967	576
92.992	511	93.018	577
93.043	516	93.068	578
93.094	520	93.119	579
93.144	521	93.170	579
93.195	522	93.221	579
93.245	519	93.271	580
93.296	516	93.322	580
93.347	510	93.372	580
93.398	503	93.423	581
93.449	497	93.474	581
93.499	489	93.525	580
93.550	481	93.575	580
93.601	474	93.626	578
93.652	466	93.676	578
93.702	460	93.728	576
93.753	455	93.778	576
93.803	452	93.829	575
93.855	451	93.879	574
93.905	452	93.930	573
93.956	454	93.981	572
94.006	458	94.032	572
94.057	464	94.082	571
94.107	469	94.133	571
94.159	477	94.183	571
94.209	484	94.234	572
94.260	493	94.285	571
94.310	500	94.336	574
94.361	507	94.386	574
94.412	512	94.437	575
94.463	516	94.487	576
94.513	519	94.539	579
94.564	520	94.589	580
94.614	518	94.640	581
94.666	515	94.690	582
94.716	512	94.741	583
94.767	506	94.792	583
94.817	499	94.843	583
94.868	492	94.893	583
94.918	484	94.944	583
94.970	477	94.994	582
95.020	470	95.045	580
95.071	464	95.096	580
95.121	459	95.147	577
95.172	456	95.197	575
95.223	453	95.248	574
95.274	453	95.298	573
95.324	454	95.350	571
95.375	457	95.400	571
95.425	463	95.451	569
95.477	468	95.501	568
95.527	474	95.552	568
95.578	482	95.603	569
95.628	489	95.654	569
95.679	496	95.704	570
95.730	502	95.755	572
95.781	508	95.805	573
95.831	513	95.856	575
95.882	516	95.907	577
95.932	517	95.958	580
95.983	517	96.008	581
96.034	515	96.059	583
96.085	512	96.109	585
96.135	507	96.161	585
96.186	501	96.211	586
96.236	494	96.262	586
96.288	488	96.312	586
96.338	480	96.363	585
96.389	474	96.414	583
96.439	468	96.465	582
96.490	463	96.516	580
96.541	459	96.566	577
96.592	457	96.617	575
96.642	456	96.667	572
96.693	456	96.719	570
96.743	458	96.769	569
96.794	462	96.820	568
96.845	467	96.870	566
96.896	473	96.921	565
96.946	479	96.972	566
96.997	486	97.023	566
97.047	492	97.073	567
97.099	499	97.124	568
97.149	504	97.174	571
97.200	509	97.226	574
97.250	513	97.276	575
97.301	515	97.327	578
97.352	515	97.377	581
97.403	514	97.428	583
97.453	511	97.478	585
97.504	507	97.530	587
97.554	502	97.580	587
97.605	496	97.631	589
97.656	491	97.681	588
97.707	484	97.732	588
97.757	477	97.783	586
97.808	472	97.834	585
97.858	467	97.884	581
97.910	463	97.935	579
97.960	460	97.985	577
98.011	458	98.037	574
98.061	458	98.087	571
98.112	460	98.138	568
98.163	462	98.188	566
98.214	467	98.239	565
98.264	471	98.290	564
98.315	477	98.341	563
98.365	483	98.391	563
98.416	490	98.442	564
98.467	495	98.492	566
98.518	501	98.543	569
98.568	506	98.594	571
98.619	509	98.645	574
98.669	511	98.695	576
98.721	512	98.746	580
98.771	512	98.796	583
98.822	510	98.848	586
98.872	506	98.898	588
98.923	502	98.949	590
98.974	498	98.999	591
99.025	493	99.050	591
99.075	486	99.101	590
99.126	481	99.152	589
99.176	475	99.202	587
99.227	470	99.253	584
99.278	466	99.303	581
99.329	463	99.354	579
99.379	462	99.405	575
99.430	461	99.456	571
99.480	461	99.506	569
99.532	463	99.557	565
99.582	467	99.607	564
99.633	471	99.659	563
99.683	476	99.709	561
99.734	481	99.760	562
99.785	487	99.810	562
99.836	492	99.861	563
99.886	497	99.912	566
99.937	502	99.963	568
99.987	505	100.013	572
100.038	508	100.064	575
100.089	510	100.114	579
100.140	509	100.165	583
100.190	509	100.216	586
100.241	506	100.267	589
100.291	502	100.317	591
100.343	498	100.368	592
100.393	493	100.418	592
100.444	488	100.470	592
100.494	484	100.520	591
100.545	479	100.571	590
100.596	474	100.621	587
100.647	470	100.672	584
100.697	466	100.723	580
100.748	465	100.774	577
100.798	464	100.824	573
100.850	464	100.875	570
100.900	465	100.925	567
100.951	468	100.976	563
101.001	470	101.027	562
101.052	475	101.078	560
101.102	479	101.128	560
101.154	484	101.179	560
101.204	490	101.229	562
101.255	495	101.281	564
101.305	499	101.331	567
101.356	502	101.382	569
101.407	505	101.432	573
101.458	506	101.483	577
101.508	507	101.534	581
101.559	506	101.585	585
101.609	505	101.635	588
101.661	502	101.686	591
101.711	498	101.736	593
101.762	494	101.787	594
101.812	490	101.838	594
101.863	485	101.889	593
101.913	481	101.939	591
101.965	477	101.990	590
102.015	473	102.040	586
102.066	471	102.092	583
102.116	468	102.142	579
102.167	467	102.193	574
102.218	466	102.243	571
102.269	467	102.294	567
102.319	469	102.345	564
102.370	472	102.396	561
102.420	475	102.446	559
102.472	479	102.497	558
102.522	483	102.547	559
102.573	488	102.598	560
102.623	492	102.649	561
102.674	495	102.700	564
102.724	499	102.750	568
102.776	501	102.801	572
102.826	503	102.851	575
102.877	503	102.903	580
102.927	504	102.953	584
102.978	502	103.004	587
103.029	501	103.054	591
103.080	498	103.105	593
103.130	494	103.156	594
103.181	491	103.207	595
103.231	487	103.257	594
103.283	483	103.308	594
103.333	480	103.358	591
103.384	476	103.410	589
103.434	473	103.460	585
103.485	471	103.511	580
103.535	470	103.561	577
103.587	469	103.612	572
103.637	469	103.662	568
103.688	472	103.714	565
103.738	473	103.764	562
103.789	476	103.815	559
103.840	479	103.865	557
103.891	482	103.916	558
103.941	486	103.967	558
103.992	489	104.018	560
104.042	493	104.068	562
104.094	496	104.119	566
104.144	498	104.169	570
104.195	499	104.221	574
104.245	501	104.271	578
104.296	500	104.322	583
104.346	500	104.372	586
104.398	499	104.423	590
104.448	497	104.473	592
104.499	494	104.525	595
104.549	491	104.575	595
104.600	488	104.626	596
104.651	485	104.676	594
104.702	482	104.727	593
104.752	479	104.778	590
104.803	477	104.829	586
104.853	474	104.879	583
104.905	473	104.930	578
104.955	473	104.980	574
105.006	473	105.032	570
105.056	473	105.082	566
105.107	475	105.133	562
105.157	476	105.183	560
105.209	479	105.234	558
105.259	482	105.284	557
105.310	485	105.336	557
105.360	488	105.386	559
105.411	490	105.437	560
105.463	493	105.487	564
105.513	495	105.538	567
105.564	496	105.589	571
105.614	497	105.640	576
105.665	498	105.690	580
105.716	497	105.741	585
105.767	496	105.791	588
105.817	495	105.843	592
105.868	493	105.893	593
105.918	491	105.944	595
105.970	488	105.994	596
106.020	486	106.045	595
106.071	483	106.095	594
106.121	481	106.147	592
106.172	479	106.197	588
106.222	478	106.248	584
106.274	476	106.298	580
106.324	476	106.349	576
106.375	475	106.400	572
106.425	475	106.451	567
106.476	477	106.501	563
106.527	478	106.552	560
106.578	480	106.602	558
106.628	482	106.654	556
106.679	485	106.704	557
106.729	487	106.755	558
106.781	489	106.805	560
106.831	491	106.856	562
106.882	493	106.906	566
106.932	494	106.958	569
106.983	494	107.008	573
107.033	495	107.059	578
107.085	495	107.109	583
107.135	494	107.160	588
107.186	493	107.211	590
107.236	492	107.262	593
107.287	490	107.312	594
107.338	488	107.363	596
107.389	486	107.413	595
107.439	485	107.465	595
107.490	483	107.515	593
107.540	481	107.566	590
107.592	480	107.616	586
107.642	479	107.667	582
107.693	478	107.717	578
107.743	479	107.769	573
107.794	478	107.819	569
107.844	479	107.870	564
107.896	480	107.920	562
107.946	481	107.971	559
107.997	483	108.022	557
108.047	485	108.073	556
108.098	486	108.123	557
108.149	487	108.174	558
108.200	489	108.224	560
108.250	490	108.276	564
108.301	491	108.326	568
108.351	492	108.377	572
108.403	492	108.427	576
108.453	492	108.478	581
108.504	492	108.528	585
108.554	491	108.580	589
108.605	490	108.631	592
108.655	488	108.681	594
108.707	487	108.732	595
108.757	486	108.782	596
108.808	485	108.834	595
108.858	484	108.884	593
108.909	483	108.935	591
108.960	482	108.985	588
109.011	481	109.036	584
109.061	481	109.087	579
109.112	480	109.138	575
109.162	480	109.188	570
109.214	481	109.239	567
109.264	482	109.289	563
109.315	483	109.341	560
109.365	484	109.391	558
109.416	485	109.442	558
109.466	486	109.492	557
109.518	487	109.543	558
109.568	488	109.593	560
109.619	488	109.645	563
109.669	489	109.695	567
109.720	490	109.746	571
109.771	489	109.796	575
109.822	490	109.847	579
109.872	490	109.898	583
109.923	489	109.949	588
109.973	488	109.999	590
110.025	488	110.050	593
110.075	487	110.100	594
110.126	486	110.152	595
110.176	486	110.202	595
110.227	485	110.253	594
110.277	484	110.303	592
110.329	483	110.354	589
110.379	483	110.404	585
110.430	482	110.456	581
110.480	484	110.506	576
110.531	483	110.557	572
110.582	484	110.607	567
110.633	484	110.658	565
110.683	484	110.709	561
110.734	485	110.760	559
110.784	485	110.810	558
110.836	486	110.861	558
110.886	486	110.911	558
110.937	486	110.963	560
110.987	487	111.013	562
111.038	487	111.064	565
111.088	488	111.114	569
111.140	488	111.165	573
111.190	487	111.215	578
111.241	487	111.267	582
111.291	487	111.317	585
111.342	487	111.368	589
111.393	486	111.418	591
111.444	486	111.469	594
111.494	486	111.520	595
111.545	486	111.571	594
111.595	485	111.621	594
111.647	485	111.672	592
111.697	485	111.722	589
111.748	485	111.774	586
111.798	485	111.824	582
111.849	485	111.875	578
111.899	486	111.925	574
111.951	486	111.976	569
112.001	486	112.026	566
112.052	486	112.078	564
112.102	486	112.128	561
112.153	487	112.179	559
112.204	486	112.229	559
112.255	487	112.280	559
112.306	486	112.331	559
112.356	486	112.382	562
112.407	486	112.432	565
112.458	486	112.483	568
112.509	485	112.533	572
112.559	486	112.585	576
112.610	485	112.635	579
112.660	485	112.686	583
112.712	485	112.736	587
112.762	486	112.787	590
112.813	485	112.837	591
112.863	485	112.889	593
112.914	486	112.939	594
112.964	486	112.990	593
113.016	487	113.040	592
113.066	486	113.091	590
113.117	487	113.142	587
113.167	487	113.193	584
113.218	487	113.243	580
113.269	487	113.294	576
113.320	487	113.344	571
113.370	487	113.396	568
113.421	487	113.446	566
113.471	487	113.497	562
113.523	486	113.547	560
113.573	486	113.598	560
113.624	486	113.648	560
113.674	485	113.700	560
113.725	485	113.750	562
113.775	485	113.801	564
113.827	485	113.851	567
113.877	484	113.902	571
113.928	485	113.953	574
113.978	485	114.004	578
114.029	485	114.054	582
114.080	485	114.105	584
114.131	485	114.155	588
114.181	485	114.207	590
114.232	486	114.257	592
114.282	485	114.308	592
114.334	486	114.358	592
114.384	487	114.409	592
114.435	487	114.459	590
114.485	487	114.511	587
114.536	488	114.561	584
114.586	488	114.612	581
114.638	488	114.662	577
114.688	488	114.713	573
114.739	488	114.764	569
114.789	487	114.815	567
114.840	487	114.865	565
114.891	487	114.916	562
114.942	486	114.966	561
114.992	485	115.018	561
115.043	485	115.068	561
115.093	485	115.119	562
115.145	484	115.169	564
115.195	484	115.220	567
115.246	484	115.270	570
115.296	483	115.322	573
115.347	484	115.373	577
115.397	483	115.423	579
115.449	484	115.474	584
115.499	485	115.524	586
115.550	485	115.576	589
115.600	486	115.626	591
115.651	486	115.677	591
115.702	486	115.727	591
115.753	486	115.778	591
115.803	487	115.829	589
115.854	488	115.880	587
115.904	488	115.930	585
115.956	489	115.981	582
116.006	488	116.031	578
116.057	488	116.083	575
116.107	488	116.133	572
116.158	488	116.184	569
116.208	487	116.234	566
116.260	487	116.285	564
116.310	486	116.335	562
116.361	485	116.387	562
116.411	485	116.437	562
116.462	484	116.488	563
116.513	484	116.538	564
116.564	484	116.589	567
