#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 11:06:45 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.154	446	57.180	627
57.204	435	57.230	616
57.256	425	57.281	602
57.306	420	57.331	587
57.357	417	57.382	571
57.407	417	57.433	556
57.458	421	57.484	541
57.508	429	57.534	529
57.560	438	57.585	519
57.610	451	57.635	512
57.661	464	57.687	509
57.711	478	57.737	509
57.762	492	57.788	513
57.813	506	57.838	520
57.864	518	57.889	531
57.914	529	57.940	544
57.965	537	57.991	558
58.015	541	58.041	575
58.067	543	58.092	591
58.117	541	58.142	607
58.168	537	58.193	621
58.218	529	58.244	633
58.269	519	58.295	642
58.319	507	58.345	649
58.371	494	58.396	651
58.421	481	58.446	650
58.472	468	58.498	645
58.522	456	58.548	637
58.573	445	58.599	626
58.624	436	58.649	612
58.675	429	58.700	596
58.725	425	58.751	579
58.776	424	58.802	562
58.826	427	58.852	546
58.878	432	58.903	531
58.928	440	58.953	520
58.979	449	59.005	510
59.029	460	59.055	505
59.080	473	59.106	503
59.130	484	59.156	505
59.182	497	59.207	511
59.232	508	59.257	521
59.283	519	59.309	533
59.333	527	59.359	549
59.384	532	59.410	566
59.435	534	59.460	583
59.486	534	59.511	601
59.536	532	59.562	616
59.587	526	59.613	631
59.637	518	59.663	643
59.689	509	59.714	651
59.739	498	59.764	655
59.790	487	59.816	656
59.840	475	59.866	652
59.891	464	59.917	645
59.941	454	59.967	635
59.993	445	60.018	621
60.043	439	60.068	605
60.094	435	60.120	587
60.144	433	60.170	569
60.195	433	60.221	552
60.246	437	60.271	536
60.297	443	60.322	522
60.347	450	60.373	510
60.398	459	60.424	503
60.448	469	60.474	499
60.500	479	60.525	499
60.550	491	60.575	504
60.601	500	60.627	513
60.651	510	60.677	525
60.702	517	60.728	540
60.752	522	60.778	557
60.804	525	60.829	574
60.854	527	60.879	593
60.905	525	60.931	610
60.955	522	60.981	627
61.006	516	61.032	640
61.058	508	61.082	650
61.108	500	61.133	657
61.159	491	61.184	660
61.209	481	61.235	658
61.260	472	61.285	653
61.311	462	61.336	643
61.362	455	61.386	631
61.412	449	61.438	615
61.463	444	61.488	597
61.513	442	61.539	578
61.565	442	61.589	560
61.615	443	61.640	541
61.666	447	61.690	526
61.716	452	61.742	512
61.767	459	61.792	503
61.817	467	61.843	497
61.869	476	61.893	495
61.919	485	61.944	498
61.970	493	61.995	505
62.020	501	62.046	516
62.071	508	62.096	530
62.122	513	62.147	547
62.173	516	62.197	566
62.223	518	62.249	585
62.274	518	62.299	604
62.324	516	62.350	620
62.376	512	62.400	635
62.426	506	62.451	648
62.477	500	62.501	657
62.527	493	62.553	662
62.578	485	62.603	663
62.628	477	62.654	659
62.680	469	62.704	651
62.730	463	62.755	638
62.781	458	62.806	624
62.831	453	62.857	606
62.882	451	62.907	587
62.933	450	62.958	568
62.984	451	63.008	550
63.034	453	63.060	532
63.085	456	63.110	517
63.135	462	63.161	505
63.187	468	63.211	497
63.237	474	63.262	493
63.288	481	63.312	494
63.338	488	63.364	499
63.389	494	63.414	509
63.439	499	63.465	521
63.491	504	63.515	537
63.541	507	63.566	555
63.592	509	63.617	575
63.642	509	63.668	595
63.693	508	63.718	613
63.744	506	63.769	631
63.795	502	63.819	644
63.845	497	63.871	655
63.896	491	63.921	662
63.946	487	63.972	665
63.998	481	64.022	663
64.048	475	64.073	657
64.099	470	64.123	646
64.149	466	64.175	633
64.200	462	64.226	615
64.250	460	64.276	598
64.302	459	64.327	577
64.352	459	64.377	557
64.403	460	64.429	539
64.453	462	64.479	522
64.504	466	64.530	509
64.555	470	64.580	499
64.606	475	64.631	493
64.656	479	64.682	492
64.707	484	64.733	495
64.757	489	64.783	502
64.809	492	64.834	514
64.859	496	64.884	528
64.910	499	64.936	546
64.960	500	64.986	566
65.011	501	65.037	586
65.061	500	65.087	605
65.113	499	65.138	623
65.163	497	65.188	639
65.214	494	65.240	652
65.264	491	65.290	660
65.315	487	65.341	665
65.366	483	65.391	665
65.417	479	65.442	660
65.467	476	65.493	652
65.518	473	65.544	640
65.568	470	65.594	624
65.620	469	65.645	606
65.670	467	65.695	587
65.721	467	65.747	566
65.771	468	65.797	548
65.822	469	65.848	530
65.872	471	65.898	514
65.924	473	65.949	502
65.974	476	65.999	495
66.025	479	66.051	491
66.075	482	66.101	493
66.126	485	66.152	498
66.177	487	66.202	508
66.228	489	66.253	522
66.278	491	66.304	539
66.329	492	66.355	557
66.379	492	66.405	576
66.431	492	66.456	595
66.481	491	66.506	615
66.532	491	66.558	632
66.582	489	66.608	646
66.633	487	66.659	657
66.683	485	66.709	663
66.735	482	66.760	666
66.785	481	66.810	664
66.836	479	66.862	656
66.886	478	66.912	646
66.937	477	66.963	632
66.988	476	67.013	614
67.039	476	67.064	596
67.089	476	67.115	577
67.140	476	67.166	556
67.190	477	67.216	538
67.242	477	67.267	521
67.292	479	67.317	508
67.343	479	67.369	498
67.393	481	67.419	493
67.444	481	67.470	492
67.494	482	67.520	495
67.546	483	67.571	504
67.596	484	67.621	515
67.647	484	67.673	530
67.697	484	67.723	548
67.748	484	67.774	567
67.799	484	67.824	587
67.850	483	67.875	606
67.901	484	67.926	624
67.951	483	67.977	639
68.002	482	68.027	651
68.053	482	68.078	660
68.104	482	68.128	664
68.154	482	68.180	663
68.205	482	68.230	659
68.255	482	68.281	649
68.307	482	68.331	638
68.357	483	68.382	622
68.408	483	68.432	604
68.458	483	68.484	585
68.509	483	68.534	565
68.559	483	68.585	547
68.611	484	68.635	530
68.661	484	68.686	515
68.712	483	68.737	504
68.762	483	68.788	496
68.813	482	68.838	494
68.864	482	68.889	495
68.915	481	68.939	501
68.965	480	68.991	511
69.016	479	69.041	524
69.066	478	69.092	541
69.118	478	69.142	559
69.168	478	69.193	577
69.219	477	69.243	597
69.269	477	69.295	615
69.320	478	69.345	631
69.370	478	69.396	645
69.422	479	69.446	655
69.472	480	69.497	660
69.523	482	69.548	662
69.573	483	69.599	660
69.624	485	69.649	653
69.675	486	69.700	643
69.726	488	69.750	628
69.776	488	69.802	612
69.827	489	69.852	594
69.877	491	69.903	575
69.929	489	69.953	556
69.979	489	70.004	538
70.030	489	70.054	523
70.080	488	70.106	511
70.131	485	70.156	501
70.181	483	70.207	496
70.233	482	70.257	496
70.283	480	70.308	500
70.334	477	70.359	508
70.384	475	70.410	519
70.435	474	70.460	534
70.486	473	70.511	550
70.537	472	70.561	569
70.587	472	70.613	588
70.638	471	70.663	606
70.688	473	70.714	623
70.740	474	70.764	637
70.790	476	70.815	648
70.841	478	70.865	656
70.891	481	70.917	659
70.942	484	70.968	658
70.992	486	71.018	654
71.044	489	71.069	646
71.094	491	71.119	634
71.145	494	71.171	619
71.195	494	71.221	602
71.246	496	71.272	583
71.297	495	71.322	565
71.348	495	71.373	548
71.398	493	71.424	531
71.449	491	71.475	519
71.499	489	71.525	508
71.551	486	71.576	500
71.601	483	71.626	498
71.652	479	71.678	501
71.702	476	71.728	506
71.753	472	71.779	515
71.803	470	71.829	528
71.855	468	71.880	544
71.905	467	71.930	561
71.956	466	71.982	579
72.006	466	72.032	597
72.057	467	72.083	614
72.108	469	72.133	629
72.159	472	72.184	641
72.209	475	72.235	650
72.260	479	72.286	655
72.310	483	72.336	656
72.362	487	72.387	654
72.412	490	72.437	647
72.463	494	72.489	637
72.513	497	72.539	624
72.564	498	72.590	609
72.614	500	72.640	592
72.666	500	72.691	574
72.716	500	72.741	557
72.767	499	72.793	541
72.817	496	72.843	526
72.868	493	72.894	515
72.919	489	72.944	507
72.970	485	72.995	503
73.020	480	73.046	502
73.071	476	73.097	506
73.121	471	73.147	514
73.173	467	73.198	524
73.223	465	73.248	538
73.274	462	73.300	554
73.324	461	73.350	571
73.375	460	73.401	588
73.425	463	73.451	605
73.477	465	73.502	619
73.527	467	73.552	633
73.578	471	73.604	643
73.628	476	73.654	649
73.679	481	73.705	653
73.730	486	73.755	652
73.781	490	73.806	647
73.831	495	73.857	639
73.882	499	73.908	628
73.932	502	73.958	615
73.984	504	74.009	599
74.034	506	74.059	582
74.085	506	74.111	565
74.135	504	74.161	549
74.186	501	74.212	535
74.237	498	74.262	523
74.288	493	74.313	514
74.338	488	74.363	508
74.389	482	74.415	506
74.439	476	74.465	508
74.490	472	74.516	513
74.541	466	74.566	522
74.592	463	74.617	534
74.642	460	74.668	548
74.693	458	74.719	563
74.743	457	74.769	579
74.795	457	74.820	595
74.845	459	74.870	611
74.896	462	74.922	624
74.946	467	74.972	635
74.997	472	75.023	643
75.048	477	75.073	648
75.099	483	75.124	648
75.149	490	75.174	646
75.200	495	75.226	640
75.250	500	75.276	631
75.301	505	75.327	619
75.352	508	75.377	605
75.403	510	75.428	589
75.454	510	75.479	574
75.504	509	75.530	558
75.555	506	75.580	544
75.606	503	75.631	531
75.657	498	75.681	522
75.707	492	75.733	514
75.758	486	75.783	511
75.808	480	75.834	511
75.860	473	75.884	515
75.910	467	75.935	521
75.961	461	75.985	531
76.011	458	76.037	543
76.062	454	76.087	557
76.112	453	76.138	572
76.164	453	76.188	588
76.214	454	76.239	601
76.265	458	76.290	616
76.315	462	76.341	627
76.366	467	76.391	635
76.417	473	76.442	641
76.468	481	76.492	644
76.518	487	76.544	643
76.569	494	76.594	639
76.619	501	76.645	632
76.671	506	76.695	622
76.721	511	76.746	609
76.772	513	76.797	596
76.822	514	76.848	581
76.873	514	76.898	567
76.923	512	76.949	553
76.975	508	76.999	540
77.025	503	77.050	530
77.076	497	77.101	521
77.126	490	77.152	518
77.177	482	77.202	515
77.228	475	77.253	517
77.279	468	77.303	522
77.329	461	77.355	529
77.380	456	77.405	540
77.430	451	77.456	552
77.482	449	77.506	565
77.532	449	77.557	580
77.583	450	77.608	594
77.633	453	77.659	607
77.684	457	77.709	618
77.734	463	77.760	629
77.786	469	77.810	634
77.836	476	77.861	638
77.887	484	77.912	639
77.937	492	77.963	636
77.988	499	78.013	631
78.039	506	78.064	623
78.090	511	78.114	613
78.140	515	78.166	601
78.191	517	78.216	588
78.241	518	78.267	575
78.293	516	78.317	562
78.343	513	78.368	549
78.394	508	78.419	539
78.444	502	78.470	530
78.495	495	78.521	524
78.545	486	78.571	521
78.597	478	78.622	521
78.647	470	78.672	524
78.698	463	78.724	530
78.748	456	78.774	538
78.799	451	78.825	549
78.850	447	78.875	561
78.901	446	78.926	574
78.951	446	78.977	586
79.002	448	79.028	598
79.052	452	79.078	609
79.104	458	79.129	619
79.154	465	79.179	627
79.205	472	79.231	631
79.255	481	79.281	634
79.306	489	79.332	633
79.357	498	79.382	629
79.408	505	79.433	623
79.458	512	79.483	614
79.509	517	79.535	604
79.559	519	79.585	593
79.610	521	79.636	580
79.661	520	79.686	568
79.712	517	79.737	558
79.762	513	79.788	547
79.813	506	79.839	538
79.863	499	79.889	531
79.915	491	79.940	528
79.965	482	79.990	526
80.016	473	80.042	528
80.066	465	80.092	532
80.117	458	80.143	538
80.168	451	80.193	547
80.219	446	80.244	557
80.269	444	80.294	568
80.320	443	80.346	580
80.370	444	80.396	592
80.421	448	80.447	603
80.472	453	80.497	611
80.523	460	80.548	619
80.573	468	80.599	624
80.624	476	80.650	627
80.674	486	80.700	628
80.726	495	80.751	626
80.776	503	80.801	622
80.827	511	80.853	615
80.877	517	80.903	606
80.928	521	80.954	596
80.979	523	81.004	586
81.030	523	81.055	576
81.080	521	81.105	565
81.131	517	81.157	555
81.181	512	81.207	546
81.232	504	81.258	540
81.283	495	81.308	535
81.334	486	81.359	533
81.384	477	81.410	532
81.435	467	81.461	534
81.485	459	81.511	540
81.537	452	81.562	546
81.587	447	81.612	555
81.638	443	81.664	564
81.688	441	81.714	574
81.739	441	81.765	584
81.790	444	81.815	595
81.841	449	81.866	603
81.891	455	81.917	611
81.942	464	81.968	617
81.992	472	82.018	620
82.043	481	82.069	622
82.094	491	82.119	622
82.145	500	82.170	619
82.196	509	82.221	614
82.246	516	82.272	606
82.297	521	82.322	599
82.348	525	82.373	590
82.399	526	82.423	581
82.449	525	82.475	571
82.500	522	82.525	562
82.550	516	82.576	554
82.602	509	82.626	547
82.652	501	82.677	542
82.703	491	82.728	539
82.753	480	82.779	539
82.804	471	82.829	539
82.854	462	82.880	543
82.906	454	82.930	548
82.956	447	82.981	554
83.007	443	83.032	562
83.057	440	83.083	571
83.108	439	83.133	580
83.159	441	83.184	587
83.210	445	83.234	596
83.260	451	83.286	603
83.311	458	83.336	609
83.361	467	83.387	613
83.413	477	83.437	615
83.463	486	83.488	616
83.514	497	83.539	615
83.564	506	83.590	611
83.615	514	83.640	605
83.665	520	83.691	599
83.717	525	83.741	592
83.767	527	83.792	584
83.818	527	83.843	577
83.868	525	83.894	569
83.919	520	83.944	561
83.970	513	83.995	555
84.021	505	84.045	550
84.071	496	84.097	546
84.122	486	84.147	544
84.172	476	84.198	545
84.224	466	84.248	546
84.274	457	84.299	551
84.325	449	84.350	554
84.375	443	84.401	560
84.426	439	84.451	568
84.477	438	84.502	575
84.528	439	84.552	582
84.578	442	84.603	589
84.629	447	84.654	596
84.679	454	84.705	601
84.730	463	84.755	605
84.781	472	84.806	609
84.832	483	84.856	609
84.882	493	84.908	610
84.933	503	84.958	607
84.983	511	85.009	604
85.035	519	85.059	599
85.085	524	85.110	594
85.136	527	85.161	587
85.186	528	85.212	581
85.237	527	85.263	574
85.288	523	85.313	568
85.339	517	85.364	562
85.389	510	85.414	557
85.440	501	85.466	554
85.490	491	85.516	552
85.541	480	85.567	550
85.592	470	85.617	552
85.643	460	85.668	554
85.693	452	85.719	556
85.744	445	85.770	560
85.794	440	85.820	566
85.846	437	85.871	572
85.896	437	85.921	578
85.947	439	85.973	584
85.997	444	86.023	589
86.048	450	86.074	594
86.099	459	86.124	598
86.150	467	86.175	601
86.200	478	86.225	603
86.251	488	86.277	603
86.301	498	86.327	602
86.352	508	86.378	601
86.403	516	86.428	598
86.454	522	86.479	593
86.504	527	86.530	589
86.555	529	86.581	583
86.605	528	86.631	578
86.657	525	86.682	573
86.707	520	86.732	568
86.758	514	86.784	564
86.808	505	86.834	561
86.859	496	86.885	559
86.910	485	86.935	558
86.961	475	86.986	557
87.011	464	87.037	558
87.062	455	87.088	560
87.112	448	87.138	563
87.163	442	87.189	567
87.214	438	87.239	571
87.265	437	87.290	575
87.315	438	87.341	580
87.366	442	87.392	584
87.416	447	87.442	588
87.468	454	87.493	592
87.518	463	87.543	594
87.569	473	87.595	596
87.619	483	87.645	596
87.670	494	87.696	597
87.721	504	87.746	597
87.772	513	87.797	594
87.822	520	87.848	591
87.873	525	87.899	589
87.923	528	87.949	585
87.974	529	88.000	581
88.025	528	88.050	577
88.076	523	88.101	574
88.126	517	88.152	571
88.177	509	88.203	567
88.227	500	88.253	566
88.279	490	88.304	564
88.329	479	88.354	564
88.380	469	88.406	563
88.430	460	88.456	563
88.481	451	88.507	566
88.532	444	88.557	568
88.583	440	88.608	571
88.633	437	88.659	574
88.684	438	88.710	577
88.734	440	88.760	580
88.785	445	88.811	583
88.836	452	88.861	586
88.887	459	88.912	589
88.937	469	88.963	589
88.988	479	89.014	591
89.038	489	89.064	591
89.090	499	89.115	590
89.140	509	89.165	590
89.191	517	89.217	588
89.241	522	89.267	587
89.292	527	89.318	585
89.343	528	89.368	583
89.394	529	89.419	580
89.444	525	89.470	578
89.495	519	89.521	576
89.545	512	89.571	573
89.597	504	89.622	571
89.647	495	89.672	570
89.698	484	89.723	570
89.748	474	89.774	569
89.799	464	89.825	568
89.849	455	89.875	570
89.901	448	89.926	571
89.951	443	89.976	572
90.002	439	90.028	574
90.052	438	90.078	575
90.103	440	90.129	577
90.154	443	90.179	579
90.205	449	90.230	581
90.255	456	90.281	582
90.306	465	90.332	584
90.356	475	90.382	585
90.408	485	90.433	584
90.458	495	90.483	586
90.509	504	90.534	586
90.559	513	90.585	586
90.610	519	90.636	584
90.660	524	90.686	583
90.712	527	90.737	583
90.762	528	90.787	582
90.813	526	90.839	580
90.863	522	90.889	579
90.914	515	90.940	578
90.965	507	90.990	576
91.016	498	91.041	576
91.066	489	91.092	575
91.117	479	91.143	576
91.167	469	91.193	574
91.219	460	91.244	575
91.269	453	91.294	574
91.320	446	91.345	574
91.370	442	91.396	575
91.421	440	91.447	575
91.471	440	91.497	576
91.523	443	91.548	577
91.573	447	91.598	577
91.624	453	91.650	577
91.674	461	91.700	578
91.725	470	91.751	578
91.776	480	91.801	579
91.827	490	91.852	579
91.877	500	91.903	580
91.928	509	91.954	581
91.978	516	92.004	581
92.030	522	92.055	581
92.080	525	92.105	581
92.131	526	92.157	581
92.181	526	92.207	581
92.232	523	92.258	582
92.282	517	92.308	581
92.334	510	92.359	582
92.384	502	92.409	581
92.435	493	92.461	580
92.485	483	92.511	579
92.536	474	92.562	578
92.587	465	92.612	578
92.638	456	92.663	578
92.688	450	92.714	577
92.739	445	92.765	576
92.789	441	92.815	576
92.841	441	92.866	575
92.891	443	92.916	575
92.942	447	92.968	575
92.992	452	93.018	575
93.043	459	93.069	574
93.093	467	93.119	575
93.145	476	93.170	574
93.195	486	93.220	575
93.246	495	93.272	576
93.296	504	93.322	577
93.347	511	93.373	578
93.398	518	93.423	579
93.449	522	93.474	580
93.499	524	93.525	581
93.550	525	93.576	582
93.600	522	93.626	583
93.652	518	93.677	584
93.702	512	93.727	584
93.753	505	93.779	584
93.803	496	93.829	584
93.854	487	93.880	583
93.904	478	93.930	583
93.956	469	93.981	582
94.006	461	94.031	581
94.057	454	94.083	580
94.107	448	94.133	578
94.158	444	94.184	577
94.209	442	94.234	575
94.260	444	94.285	574
94.310	447	94.336	573
94.361	451	94.387	571
94.411	457	94.437	571
94.463	465	94.488	571
94.513	473	94.538	571
94.564	482	94.590	571
94.614	491	94.640	572
94.665	499	94.691	574
94.715	507	94.741	575
94.767	514	94.792	577
94.818	519	94.842	578
94.868	521	94.894	580
94.919	522	94.944	582
94.969	521	94.995	584
95.021	518	95.045	586
95.071	514	95.096	587
95.122	507	95.147	587
95.172	499	95.198	588
95.223	491	95.248	588
95.274	482	95.299	587
95.325	473	95.349	586
95.375	466	95.401	584
95.426	458	95.451	583
95.476	452	95.502	580
95.528	448	95.552	578
95.578	446	95.603	575
95.629	446	95.653	574
95.679	447	95.705	572
95.730	451	95.755	569
95.780	456	95.806	569
95.832	463	95.856	567
95.882	470	95.907	567
95.933	478	95.958	567
95.983	487	96.009	568
96.034	495	96.059	570
96.085	503	96.110	572
96.136	509	96.160	574
96.186	514	96.212	576
96.237	518	96.262	579
96.287	520	96.313	582
96.339	519	96.363	584
96.389	517	96.414	586
96.440	514	96.464	588
96.490	508	96.516	590
96.541	501	96.566	591
96.591	494	96.617	592
96.643	485	96.667	591
96.693	477	96.718	590
96.744	470	96.769	588
96.794	463	96.820	586
96.845	456	96.870	583
96.896	452	96.921	580
96.947	449	96.971	577
96.997	449	97.023	574
97.048	449	97.073	572
97.098	451	97.124	569
97.150	456	97.174	567
97.200	461	97.225	565
97.251	468	97.275	564
97.301	475	97.327	564
97.352	484	97.377	564
97.402	491	97.428	566
97.454	499	97.478	568
97.504	505	97.529	571
97.555	511	97.580	574
97.605	515	97.631	577
97.656	517	97.681	580
97.707	517	97.732	585
97.758	516	97.783	588
97.808	513	97.834	590
97.859	509	97.885	592
97.909	503	97.935	593
97.961	496	97.986	595
98.011	488	98.036	594
98.062	481	98.088	593
98.112	473	98.138	592
98.163	466	98.189	589
98.213	461	98.239	586
98.265	456	98.290	583
98.315	453	98.340	579
98.366	451	98.392	575
98.416	451	98.442	572
98.467	453	98.493	568
98.518	456	98.543	565
98.569	461	98.594	563
98.619	466	98.645	562
98.670	473	98.696	562
98.720	480	98.746	562
98.772	487	98.797	563
98.822	494	98.847	564
98.873	501	98.899	567
98.923	507	98.949	571
98.974	510	99.000	575
99.024	514	99.050	578
99.076	515	99.101	583
99.126	514	99.151	586
99.177	512	99.203	590
99.227	508	99.253	593
99.278	503	99.304	595
99.329	497	99.354	596
99.380	491	99.405	597
99.430	485	99.456	596
99.481	478	99.507	595
99.531	471	99.557	593
99.583	465	99.608	589
99.633	460	99.658	586
99.684	457	99.710	582
99.734	454	99.760	577
99.785	454	99.811	573
99.835	455	99.861	568
99.887	457	99.912	565
99.937	461	99.962	562
99.988	466	100.014	561
100.038	472	100.064	559
100.089	478	100.115	559
100.140	484	100.165	560
100.191	491	100.216	561
100.241	497	100.267	564
100.292	502	100.318	568
100.342	506	100.368	572
100.394	509	100.419	576
100.444	511	100.469	581
100.495	511	100.521	586
100.545	510	100.571	589
100.596	507	100.622	593
100.646	503	100.672	596
100.698	499	100.723	598
100.748	493	100.773	599
100.799	487	100.825	599
100.849	481	100.875	598
100.900	475	100.926	596
100.951	470	100.976	592
101.002	464	101.027	589
101.053	461	101.078	585
101.103	458	101.129	579
101.154	457	101.179	574
101.205	457	101.230	570
101.256	459	101.280	566
101.306	462	101.332	563
101.357	466	101.382	560
101.407	470	101.433	557
101.459	476	101.483	557
101.509	482	101.534	557
101.560	487	101.584	558
101.610	493	101.636	561
101.661	498	101.686	564
101.711	502	101.737	568
101.763	506	101.787	574
101.813	508	101.838	577
101.864	508	101.889	584
101.914	507	101.940	589
101.965	506	101.990	592
102.016	503	102.041	597
102.067	498	102.091	599
102.117	494	102.143	601
102.168	489	102.193	601
102.218	483	102.244	601
102.270	477	102.294	599
102.320	473	102.345	596
102.371	469	102.395	592
102.421	464	102.447	588
102.472	462	102.497	582
102.522	461	102.548	577
102.574	460	102.598	572
102.624	461	102.649	566
102.675	463	102.700	562
102.725	466	102.751	559
102.776	470	102.801	557
102.827	475	102.852	555
102.878	480	102.902	555
102.928	485	102.954	556
102.979	490	103.004	558
103.029	495	103.055	562
103.081	498	103.105	566
103.131	502	103.156	570
103.182	504	103.206	577
103.232	505	103.258	582
103.283	505	103.308	587
103.333	503	103.359	592
103.385	501	103.409	596
103.435	498	103.460	599
103.486	495	103.511	602
103.536	489	103.562	603
103.587	485	103.612	602
103.638	480	103.663	601
103.689	477	103.713	599
103.739	472	103.765	594
103.790	469	103.815	590
103.840	466	103.866	585
103.892	465	103.916	579
103.942	464	103.967	574
103.993	464	104.017	569
104.043	466	104.069	564
104.094	467	104.120	559
104.144	471	104.170	556
104.196	475	104.221	554
104.246	479	104.271	554
104.297	483	104.323	554
104.347	488	104.373	556
104.398	492	104.424	558
104.449	495	104.474	563
104.500	498	104.525	568
104.550	500	104.576	573
104.601	501	104.627	579
104.651	501	104.677	586
104.703	501	104.728	590
104.753	500	104.778	594
104.804	497	104.830	599
104.854	494	104.880	602
104.905	490	104.931	603
104.955	486	104.981	603
105.007	483	105.032	602
105.057	479	105.082	601
105.108	475	105.134	597
105.158	472	105.184	593
105.209	470	105.235	588
105.260	468	105.285	582
105.311	467	105.336	577
105.361	467	105.387	570
105.412	468	105.438	564
105.462	470	105.488	560
105.514	472	105.539	557
105.564	475	105.589	554
105.615	479	105.641	553
105.665	482	105.691	553
105.716	485	105.742	554
105.766	489	105.792	557
105.818	492	105.843	560
105.868	494	105.893	565
105.919	496	105.945	571
105.969	497	105.995	576
106.020	498	106.046	582
106.071	498	106.096	588
106.122	496	106.147	593
106.172	495	106.198	598
106.223	492	106.249	601
106.273	490	106.299	603
106.325	487	106.350	604
106.375	484	106.400	604
106.426	481	106.452	603
106.476	477	106.502	600
106.527	475	106.553	596
106.577	473	106.603	591
106.629	472	106.654	584
106.679	471	106.704	579
106.730	471	106.756	572
106.780	471	106.806	567
106.831	473	106.857	562
106.882	474	106.907	558
106.933	477	106.958	555
106.983	479	107.009	553
107.034	482	107.060	552
107.084	485	107.110	553
107.136	486	107.161	555
107.186	489	107.211	558
107.237	491	107.263	562
107.287	493	107.313	567
107.338	494	107.364	574
107.389	494	107.414	579
107.440	494	107.465	586
107.490	493	107.515	591
107.541	492	107.567	596
107.591	491	107.617	600
107.642	489	107.668	603
107.693	487	107.718	604
107.744	484	107.769	604
107.794	481	107.820	603
107.845	480	107.871	601
107.895	478	107.921	597
107.947	476	107.972	593
107.997	475	108.022	587
108.048	475	108.074	582
108.098	474	108.124	576
108.149	474	108.175	569
108.200	475	108.225	564
108.251	476	108.276	559
108.301	478	108.326	556
108.352	480	108.378	553
108.402	481	108.428	552
108.453	483	108.479	552
108.504	485	108.529	554
108.555	487	108.580	557
108.606	489	108.631	560
108.656	490	108.682	565
108.707	491	108.732	571
108.758	491	108.783	577
108.809	491	108.833	583
108.859	491	108.885	589
108.910	490	108.935	594
108.960	488	108.986	599
109.012	488	109.036	602
109.062	487	109.087	604
109.113	484	109.137	604
109.163	483	109.189	604
109.214	482	109.239	602
109.264	480	109.290	600
109.316	479	109.340	595
109.366	478	109.391	589
109.417	478	109.442	584
109.467	477	109.493	578
109.518	477	109.543	572
109.569	479	109.594	567
109.620	479	109.644	562
109.670	479	109.696	557
109.721	481	109.746	555
109.771	482	109.797	552
109.823	483	109.847	552
109.873	484	109.898	553
109.924	486	109.949	556
109.974	487	110.000	560
110.025	487	110.050	563
110.075	488	110.101	569
110.127	488	110.151	575
110.177	488	110.202	580
110.228	488	110.253	587
110.278	487	110.304	592
110.329	487	110.354	596
110.380	486	110.405	600
110.431	484	110.455	603
110.481	484	110.507	604
110.532	483	110.557	605
110.582	483	110.608	602
110.634	482	110.658	600
110.684	481	110.709	596
110.735	481	110.760	591
110.785	480	110.811	586
110.836	480	110.861	579
110.886	481	110.912	574
110.938	480	110.962	569
110.988	482	111.013	564
111.039	482	111.064	559
111.089	482	111.115	556
111.140	483	111.165	554
111.191	484	111.216	552
111.242	485	111.266	554
111.292	485	111.318	555
111.343	485	111.368	558
111.393	485	111.419	562
111.445	485	111.469	566
111.495	485	111.520	572
111.546	485	111.571	578
111.596	484	111.622	584
111.647	484	111.673	590
111.697	483	111.723	594
111.749	484	111.774	598
111.799	484	111.824	601
111.850	483	111.876	603
111.900	483	111.926	603
111.951	483	111.977	603
112.002	483	112.027	600
112.053	483	112.078	598
112.103	483	112.129	593
112.154	483	112.180	589
112.204	484	112.230	582
112.256	483	112.281	577
112.306	483	112.331	571
112.357	483	112.383	566
112.407	484	112.433	562
112.458	484	112.484	558
112.509	484	112.534	555
112.560	484	112.585	554
112.610	485	112.635	554
112.661	484	112.687	555
112.711	484	112.737	558
112.762	483	112.788	561
112.813	483	112.838	565
112.864	483	112.889	570
112.914	483	112.940	576
112.965	483	112.991	582
113.015	482	113.041	587
113.067	482	113.092	592
113.117	482	113.142	596
113.168	483	113.194	599
113.218	483	113.244	602
113.269	483	113.295	602
113.320	483	113.345	602
113.371	484	113.396	601
113.421	484	113.446	598
113.472	484	113.498	594
113.522	485	113.548	589
113.573	485	113.599	585
113.624	485	113.649	579
113.675	485	113.700	574
113.725	486	113.751	569
113.776	485	113.802	564
113.826	485	113.852	560
113.878	485	113.903	557
113.928	484	113.953	555
113.979	483	114.005	555
114.029	483	114.055	555
114.080	483	114.106	557
114.131	482	114.156	560
114.182	482	114.207	565
114.232	482	114.257	569
114.283	481	114.309	574
114.333	481	114.359	579
114.384	481	114.410	585
114.435	481	114.460	589
114.486	481	114.511	593
114.536	482	114.562	597
114.587	483	114.613	600
114.637	483	114.663	601
114.689	484	114.714	601
114.739	484	114.764	601
114.790	485	114.816	598
114.840	486	114.866	594
114.891	486	114.917	591
114.942	486	114.967	586
114.993	486	115.018	581
115.043	487	115.069	576
115.094	486	115.120	571
115.144	486	115.170	566
115.195	485	115.221	562
115.246	485	115.271	560
115.297	484	115.322	557
115.348	484	115.373	556
115.398	483	115.424	556
115.449	482	115.474	558
115.500	481	115.525	560
115.551	481	115.575	562
115.601	481	115.627	567
115.652	480	115.677	572
115.702	480	115.728	577
115.754	480	115.778	582
115.804	480	115.829	587
115.855	481	115.880	591
115.905	481	115.931	594
